movieName,Year,Director,genre,Rating,Duration,Plot
Le deuxième souffle,1966,Jean-Pierre Melville,"Crime, Drama            ",7.9,150 min,"A gangster escapes jail and quickly makes plans to continue his criminal ways elsewhere, but a determined inspector is closing in."
Huo zhe,1994,Yimou Zhang,"Drama, War            ",8.3,133 min,"After Fugui and Jiazhen lose their personal fortunes, they raise a family and survive difficult cultural changes during 1940s to 1970s China."
Meshes of the Afternoon,1943,Maya Deren,"Short, Fantasy, Mystery            ",7.8,14 min,"A woman returning home falls asleep and has vivid dreams that may or may not be happening in reality. Through repetitive images and complete mismatching of the objective view of time and space, her dark inner desires play out on-screen."
The Dark Knight Rises,2012,Christopher Nolan,"Action, Drama, Thriller            ",8.4,164 min,"Eight years after the Joker's reign of chaos, Batman is coerced out of exile with the assistance of the mysterious Selina Kyle in order to defend Gotham City from the vicious guerrilla terrorist Bane."
The Rider,2017,Chloé Zhao,"Drama, Western            ",7.4,104 min,"After suffering a near fatal head injury, a young cowboy undertakes a search for new identity and what it means to be a man in the heartland of America."
Pred dozhdot,1994,Milcho Manchevski,"Drama, Romance, War            ",7.9,113 min,Three interconnected stories of love under the threat of civil war in Macedonia and London.
Grey Gardens,1975,Ellen Hovde,"Documentary, Comedy, Drama            ",7.5,95 min,"Meet a mother and daughter, high-society dropouts, reclusive cousins of Jackie O., managing to thrive together amid the decay and disorder of their East Hampton, NY, mansion, making for an eerily ramshackle echo of the American Camelot."
Ace in the Hole,1951,Billy Wilder,"Drama, Film-Noir            ",8.1,111 min,"A frustrated former big-city journalist now stuck working for an Albuquerque newspaper exploits a story about a man trapped in a cave to rekindle his career, but the situation quickly escalates into an out-of-control circus."
Céline et Julie vont en bateau: Phantom Ladies Over Paris,1974,Jacques Rivette,"Comedy, Drama, Fantasy            ",7.2,193 min,A mysteriously linked pair of young women find their daily lives preempted by a strange boudoir melodrama that plays itself out in a hallucinatory parallel reality.
O Pagador de Promessas,1962,Anselmo Duarte,Drama            ,8.3,98 min,"A simple yet devout Christian makes a vow to Saint Barbara after she saves his donkey, but everyone he meets seems determined to misunderstand his intentions. Will he be able to keep his promise in the end?"
Voskhozhdenie,1977,Larisa Shepitko,"Drama, War            ",8.2,111 min,"Two Soviet partisans on a mission to gather food contend with the winter cold, the occupying Germans, and their own psyches."
The Wrestler,2008,Darren Aronofsky,"Drama, Sport            ",7.9,109 min,"A faded professional wrestler must retire, but finds his quest for a new life outside the ring a dispiriting struggle."
Der Untergang,2004,Oliver Hirschbiegel,"Biography, Drama, History            ",8.2,156 min,"Traudl Junge, the final secretary for Adolf Hitler, tells of the Nazi dictator's final days in his Berlin bunker at the end of WWII."
Vozvrashchenie,2003,Andrey Zvyagintsev,Drama            ,7.9,110 min,"In the Russian wilderness, two brothers face a range of new, conflicting emotions when their father - a man they know only through a single photograph - resurfaces."
Peeping Tom,1960,Michael Powell,"Drama, Horror, Thriller            ",7.6,101 min,"A young man murders women, using a movie camera to film their dying expressions of terror."
Shane,1953,George Stevens,"Drama, Western            ",7.6,118 min,"A weary gunfighter in 1880s Wyoming begins to envision a quieter life after befriending a homestead family with a young son who idolizes him, but a smoldering range war forces him to act."
The Long Goodbye,1973,Robert Altman,"Comedy, Crime, Drama            ",7.5,112 min,"Private investigator Philip Marlowe helps a friend out of a jam, but in doing so gets implicated in his wife's murder."
The Public Enemy,1931,William A. Wellman,"Crime, Drama            ",7.6,83 min,An Irish-American street punk tries to make it big in the world of organized crime.
Only Angels Have Wings,1939,Howard Hawks,"Adventure, Drama, Romance            ",7.6,121 min,"At a remote South American trading port, the manager of an air-freight company is forced to risk his pilots' lives in order to win an important contract as a traveling American showgirl stops in town."
Love Streams,1984,John Cassavetes,Drama            ,7.7,141 min,"Two closely bound, emotionally wounded souls reunite after years apart."
En passion,1969,Ingmar Bergman,Drama            ,7.6,101 min,A recently divorced man meets an emotionally devastated widow and they begin a love affair.
Beau Geste,1939,William A. Wellman,"Action, Adventure, Drama            ",7.5,112 min,Three adopted English brothers join the French Foreign Legion in North Africa after one of them steals their adoptive family's famous heirloom sapphire.
The Hill,1965,Sidney Lumet,"Drama, War            ",7.9,123 min,"In a North African military prison during World War II, five new prisoners struggle to survive in the face of brutal punishment and sadistic guards."
Terminator 2: Judgment Day,1991,James Cameron,"Action, Sci-Fi            ",8.6,137 min,"A cyborg, identical to the one who failed to kill Sarah Connor, must now protect her ten year old son John from an even more advanced and powerful cyborg."
Rogers Park,2017,Kyle Henry,"Comedy, Drama            ",7,87 min,Two Chicago couples struggle to keep their love alive when secrets and long-simmering resentments rise to the surface.
Captain Phillips,2013,Paul Greengrass,"Action, Biography, Crime            ",7.8,134 min,"The true story of Captain Richard Phillips and the 2009 hijacking by Somali pirates of the U.S.-flagged MV Maersk Alabama, the first American cargo ship to be hijacked in two hundred years."
Nostalgia,1983,Andrei Tarkovsky,Drama            ,7.9,125 min,"A Russian poet and his interpreter travel to Italy researching the life of an 18th-century composer, and instead meet a ruminative madman who tells the poet how the world may be saved."
Once,I) (2007,John Carney,"Drama, Music, Romance            ",7.8,86 min,"A modern-day musical about a busker and an immigrant and their eventful week in Dublin, as they write, rehearse and record songs that tell their love story."
Jagten,2012,Thomas Vinterberg,Drama            ,8.3,115 min,"A teacher lives a lonely life, all the while struggling over his son's custody. His life slowly gets better as he finds love and receives good news from his son, but his new luck is about to be brutally shattered by an innocent little lie."
Donnie Darko,2001,Richard Kelly,"Drama, Mystery, Sci-Fi            ",8,113 min,"After narrowly escaping a bizarre accident, a troubled teenager is plagued by visions of a man in a large rabbit suit who manipulates him to commit a series of crimes."
Hearts and Minds,1974,Peter Davis,"Documentary, History, War            ",8.2,112 min,A startling and courageous landmark documentary that unflinchingly confronted the United States' involvement in Vietnam at the height of the controversy that surrounded it.
Jeder für sich und Gott gegen alle,1974,Werner Herzog,"Biography, Drama, History            ",7.7,110 min,"A young man named Kaspar Hauser suddenly appears in Nuremberg in 1828, barely able to talk or walk, and bearing a strange note."
Hable con ella,2002,Pedro Almodóvar,"Drama, Mystery, Romance            ",7.9,112 min,Two men share an odd friendship while they care for two women who are both in deep comas.
Hannah and Her Sisters,1986,Woody Allen,"Comedy, Drama            ",7.8,107 min,"Between two Thanksgivings two years apart, Hannah's husband falls in love with her sister Lee, while her hypochondriac ex-husband rekindles his relationship with her sister Holly."
Charade,1963,Stanley Donen,"Comedy, Mystery, Romance            ",7.9,113 min,Romance and suspense ensue in Paris as a woman is pursued by several men who want a fortune her murdered husband had stolen. Whom can she trust?
The Killers,1946,Robert Siodmak,"Crime, Drama, Film-Noir            ",7.7,103 min,"Hit men kill an unresisting victim, and investigator Reardon uncovers his past involvement with beautiful, deadly Kitty Collins."
Limelight,1952,Charles Chaplin,"Drama, Music, Romance            ",8,137 min,A fading comedian and a suicidally despondent ballet dancer must look to each other to find purpose and hope in their lives.
Ensayo de un crimen,1955,Luis Buñuel,"Comedy, Crime, Drama            ",7.6,89 min,"The delirious journey of a mental disordered man, who is obsessed in making the perfect crime."
Blue Velvet,1986,David Lynch,"Crime, Drama, Mystery            ",7.7,120 min,"The discovery of a severed human ear found in a field leads a young man on an investigation related to a beautiful, mysterious nightclub singer and a group of psychopathic criminals who have kidnapped her child."
Camille Claudel,1988,Bruno Nuytten,"Biography, Drama, History            ",7.2,175 min,"Camille Claude impresses already-famous sculptor Auguste Rodin. He hires her as an assistant, but soon Camille begins to sculpt for herself and she also becomes his mistress. But after a while, she would like to get out of his shadow."
Sing Street,2016,John Carney,"Comedy, Drama, Music            ",7.9,106 min,A boy growing up in Dublin during the 1980s escapes his strained family life by starting a band to impress the mysterious girl he likes.
Touching the Void,2003,Kevin Macdonald,"Documentary, Adventure, Drama            ",8,106 min,The true story of two climbers and their perilous journey up the west face of Siula Grande in the Peruvian Andes in 1985.
Mon oncle,1958,Jacques Tati,Comedy            ,7.7,116 min,"Monsieur Hulot visits the technology-driven world of his sister, brother-in-law, and nephew, but he can't quite fit into the surroundings."
